episode_id,execution_status,route_label,predicted_route,route_confidence,predicted_route_explanation,route_explanation,safety_gate,predicted_safety_gate
smoke_0274,natural_failure,recover_strong,recover_strong,0.6984245129265471,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0275,learned_recovery_failure,human_review,human_review,0.9262233972624019,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0276,learned_recovery_success,recover_light,recover_light,0.6366975244334327,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0277,clean_success,continue,continue,0.9918186187653341,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0278,clean_success,continue,continue,0.9906594649322377,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0279,learned_recovery_failure,human_review,human_review,0.8827009192157341,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0280,clean_success,continue,continue,1.0,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0281,learned_recovery_success,recover_light,recover_light,0.9369874010168996,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0282,human_review_needed,human_review,human_review,0.9643462265798661,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0283,anchored_recovery_success,demo_anchor,demo_anchor,0.6925152552635923,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0284,anchored_recovery_success,demo_anchor,demo_anchor,0.9312725137613405,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0285,clean_success,continue,continue,1.0,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0286,anchored_recovery_success,demo_anchor,demo_anchor,0.8373719420064194,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0287,learned_recovery_success,recover_light,recover_light,0.9480808417742204,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0288,learned_recovery_failure,human_review,human_review,0.7280017749781564,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0289,anchored_recovery_success,demo_anchor,demo_anchor,0.46219838185439377,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0290,human_review_needed,human_review,human_review,0.7018782397986632,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0291,learned_recovery_success,recover_light,recover_light,0.8138990585474023,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0292,anchored_recovery_success,demo_anchor,demo_anchor,0.8242092512473576,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0293,learned_recovery_success,recover_light,recover_light,0.8984254834431759,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0294,learned_recovery_failure,human_review,human_review,0.9438733981703556,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0295,anchored_recovery_success,demo_anchor,demo_anchor,0.7664473279270626,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0296,natural_failure,recover_strong,recover_strong,0.48318654311625847,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0297,human_review_needed,human_review,human_review,0.8094127460330477,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0298,anchored_recovery_success,demo_anchor,demo_anchor,0.7085533630272304,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0299,natural_failure,recover_strong,recover_strong,0.7029457248281709,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0300,learned_recovery_success,recover_light,recover_light,0.8883962725538047,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0301,natural_failure,recover_strong,recover_strong,0.6682417892825794,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0302,anchored_recovery_success,demo_anchor,demo_anchor,0.9369976979091409,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0303,learned_recovery_failure,human_review,human_review,0.5827009402033367,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.97, 0.77, 0.76).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.97, 0.77, 0.76).",manual_or_anchor,manual_or_anchor
smoke_0304,learned_recovery_failure,human_review,recover_strong,0.46374554522669353,State is close to historical failure neighborhoods with high action-outcome residual.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,automatic
smoke_0305,human_review_needed,human_review,human_review,0.985368486580043,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0306,learned_recovery_success,recover_light,recover_light,0.9336960050605395,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0307,anchored_recovery_success,demo_anchor,demo_anchor,0.7129213362348873,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0308,anchored_recovery_success,demo_anchor,demo_anchor,0.848444824527493,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0309,learned_recovery_success,recover_light,recover_light,0.8486320517842235,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0310,clean_success,continue,continue,1.0,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0311,human_review_needed,human_review,human_review,0.9391920618657539,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0312,learned_recovery_success,recover_light,recover_light,0.8594845477261894,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0313,human_review_needed,human_review,human_review,0.9673409615557472,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0314,anchored_recovery_success,demo_anchor,demo_anchor,0.7565918157329026,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0315,anchored_recovery_success,demo_anchor,demo_anchor,0.8893620043665595,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0316,anchored_recovery_success,demo_anchor,demo_anchor,0.9089835973969014,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0317,anchored_recovery_success,demo_anchor,demo_anchor,0.6910623969056622,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0318,learned_recovery_success,recover_light,recover_light,0.83945350074253,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0319,learned_recovery_failure,human_review,human_review,0.8922201208061189,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0320,natural_failure,human_review,recover_strong,0.7352746871027527,State is close to historical failure neighborhoods with high action-outcome residual.,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.69, 0.62, 0.61).",manual_or_anchor,automatic
smoke_0321,human_review_needed,human_review,human_review,0.9872542879994758,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0322,anchored_recovery_success,demo_anchor,demo_anchor,0.8261220336270345,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0323,clean_success,continue,continue,0.9881659718889868,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0324,anchored_recovery_success,demo_anchor,demo_anchor,0.8758816107467493,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0325,learned_recovery_success,recover_light,recover_light,0.9567547679423001,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0326,human_review_needed,human_review,human_review,0.9711869017648508,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0327,learned_recovery_failure,human_review,human_review,0.8815190553587191,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0328,clean_success,continue,continue,0.9714552552295039,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0329,learned_recovery_success,recover_light,recover_light,0.7862957010479362,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0330,natural_failure,recover_strong,recover_strong,0.6866559342894054,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0331,human_review_needed,human_review,human_review,0.8237767731196186,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.88, 0.65, 0.80).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.88, 0.65, 0.80).",manual_or_anchor,manual_or_anchor
smoke_0332,learned_recovery_failure,human_review,human_review,0.6851032011000888,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0333,human_review_needed,human_review,human_review,0.9367086850863194,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0334,anchored_recovery_success,demo_anchor,demo_anchor,0.7121343007500812,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0335,natural_failure,recover_strong,recover_strong,0.490736327628455,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0336,anchored_recovery_success,demo_anchor,demo_anchor,0.6667567387347549,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0337,learned_recovery_failure,human_review,human_review,0.6455518128476412,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.79, 0.73, 0.83).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.79, 0.73, 0.83).",manual_or_anchor,manual_or_anchor
smoke_0338,anchored_recovery_success,demo_anchor,demo_anchor,0.8967782043911302,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0339,learned_recovery_success,recover_light,recover_light,0.8676517406194603,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0340,learned_recovery_failure,human_review,human_review,0.942576437039257,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0341,human_review_needed,human_review,human_review,0.9852070200915691,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0342,anchored_recovery_success,demo_anchor,demo_anchor,0.7732342230299519,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0343,human_review_needed,human_review,human_review,0.9857576088952563,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0344,learned_recovery_failure,human_review,human_review,0.6658343410262966,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.82, 0.79, 0.65).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.82, 0.79, 0.65).",manual_or_anchor,manual_or_anchor
smoke_0345,learned_recovery_success,recover_light,recover_light,0.9434719117814793,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0346,anchored_recovery_success,demo_anchor,demo_anchor,0.7615674606283261,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0347,learned_recovery_success,recover_light,recover_light,0.9565209141487433,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0348,human_review_needed,human_review,human_review,0.9849144960101489,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0349,learned_recovery_success,recover_light,recover_light,0.803239940458699,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0350,anchored_recovery_success,demo_anchor,demo_anchor,0.8590269733913148,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0351,human_review_needed,human_review,human_review,0.9889100881844228,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0352,learned_recovery_success,recover_light,recover_light,0.7979133810955327,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0353,clean_success,continue,continue,0.9878838463287916,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0354,learned_recovery_failure,human_review,human_review,0.9774754240910223,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0355,natural_failure,recover_strong,recover_strong,0.7870437273142743,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0356,natural_failure,recover_strong,recover_strong,0.7599993182402544,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0357,natural_failure,recover_strong,recover_strong,0.6921514455105717,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0358,clean_success,continue,continue,0.8182167713499654,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0359,human_review_needed,human_review,human_review,0.9897510203019506,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
